currency,data_format,industry_format,tic,fyear,company name,stockholders_equity,net income,revenue,,,
USD,STD,INDL,MDLZ,2023,MONDELEZ INTERNATIONAL INC,28332,4959,36016,,,
USD,STD,INDL,MDLZ,2024,MONDELEZ INTERNATIONAL INC,26932,4611,36441,,,
USD,STD,INDL,MDLZ,2025,MONDELEZ INTERNATIONAL INC,25838,2451,38537,,,
USD,STD,INDL,ACN,2010,ACCENTURE PLC,2835.746,1780.656,23094.078,,,
USD,STD,INDL,ACN,2011,ACCENTURE PLC,3878.951,2277.677,27352.914,,,
USD,STD,INDL,ACN,2012,ACCENTURE PLC,4145.833,2553.51,29777.985,,,
USD,STD,INDL,ACN,2013,ACCENTURE PLC,4960.186,3281.878,30394.285,,,
USD,STD,INDL,ACN,2014,ACCENTURE PLC,5732.035,2941.498,31874.678,,,
USD,STD,INDL,ACN,2015,ACCENTURE PLC,6133.725,3053.581,32914.424,,,
USD,STD,INDL,ACN,2016,ACCENTURE PLC,7555.262,4111.892,34797.661,,,
USD,STD,INDL,ACN,2017,ACCENTURE PLC,8949.477,3445.149,36765.478,,,
USD,STD,INDL,ACN,2018,ACCENTURE PLC,10364.753,4059.907,41603.428,,,
USD,STD,INDL,ACN,2019,ACCENTURE PLC,14409.008,4779.112,43215.013,,,
USD,STD,INDL,ACN,2020,ACCENTURE PLC,17000.536,5107.839,44327.039,,,
USD,STD,INDL,ACN,2021,ACCENTURE PLC,19529.454,5906.809,50533.389,,,
USD,STD,INDL,ACN,2022,ACCENTURE PLC,22106.097,6877.169,61594.305,,,
USD,STD,INDL,ACN,2023,ACCENTURE PLC,25692.839,6871.557,64111.745,,,
USD,STD,INDL,ACN,2024,ACCENTURE PLC,28288.646,7264.787,64896.464,,,
USD,STD,INDL,ACN,2025,ACCENTURE PLC,31195.446,7678.433,69672.977,,,
USD,STD,INDL,NFLX,2010,NETFLIX INC,290.164,160.853,2162.625,,,
USD,STD,INDL,NFLX,2011,NETFLIX INC,642.81,226.126,3204.577,,,
USD,STD,INDL,NFLX,2012,NETFLIX INC,744.673,17.152,3609.282,,,
USD,STD,INDL,NFLX,2013,NETFLIX INC,1333.561,112.403,4374.562,,,
USD,STD,INDL,NFLX,2014,NETFLIX INC,1857.708,266.799,5504.656,,,
USD,STD,INDL,NFLX,2015,NETFLIX INC,2223.426,122.641,6779.511,,,
USD,STD,INDL,NFLX,2016,NETFLIX INC,2679.8,186.678,8830.669,,,
USD,STD,INDL,NFLX,2017,NETFLIX INC,3581.956,558.929,11692.713,,,
USD,STD,INDL,NFLX,2018,NETFLIX INC,5238.765,1211.242,15794.341,,,
USD,STD,INDL,NFLX,2019,NETFLIX INC,7582.157,1866.916,20156.447,,,
USD,STD,INDL,NFLX,2020,NETFLIX INC,11065.24,2761.395,24996.056,,,
USD,STD,INDL,NFLX,2021,NETFLIX INC,15849.248,5116.228,29697.844,,,
USD,STD,INDL,NFLX,2022,NETFLIX INC,20777.401,4491.924,31615.55,,,
USD,STD,INDL,NFLX,2023,NETFLIX INC,20588.313,5407.99,33723.297,,,
USD,STD,INDL,NFLX,2024,NETFLIX INC,24743.567,8711.631,39000.966,,,
USD,STD,INDL,NFLX,2025,NETFLIX INC,26615.488,10981.201,45183.036,,,
USD,STD,INDL,CRM,2010,SALESFORCE INC,1276.491,64.474,1657.139,,,
USD,STD,INDL,CRM,2011,SALESFORCE INC,1666.101,-11.572,2266.539,,,
USD,STD,INDL,CRM,2012,SALESFORCE INC,2371.245,-270.445,3050.195,,,
USD,STD,INDL,CRM,2013,SALESFORCE INC,3065.215,-232.175,4071.003,,,
USD,STD,INDL,CRM,2014,SALESFORCE INC,3975.183,-262.688,5373.586,,,
USD,STD,INDL,CRM,2015,SALESFORCE INC,5002.869,-47.426,6667.216,,,
USD,STD,INDL,CRM,2016,SALESFORCE INC,7500.127,179.632,8391.984,,,
USD,STD,INDL,CRM,2017,SALESFORCE INC,9388.496,127.478,10480.012,,,
USD,STD,INDL,CRM,2018,SALESFORCE INC,15605,1110,13282,,,
USD,STD,INDL,CRM,2019,SALESFORCE INC,33885,126,17098,,,
USD,STD,INDL,CRM,2020,SALESFORCE INC,41493,4072,21252,,,
USD,STD,INDL,CRM,2021,SALESFORCE INC,58131,1444,26492,,,
USD,STD,INDL,CRM,2022,SALESFORCE INC,58359,208,31352,,,
USD,STD,INDL,CRM,2023,SALESFORCE INC,59646,4136,34857,,,
USD,STD,INDL,CRM,2024,SALESFORCE INC,61173,6197,37895,,,
USD,STD,FS,MA,2010,MASTERCARD INC,5205,,5596,,,
USD,STD,INDL,MA,2010,MASTERCARD INC,5205,1846,5539,,,
USD,STD,FS,MA,2011,MASTERCARD INC,5868,,6772,,,
USD,STD,INDL,MA,2011,MASTERCARD INC,5868,1906,6714,,,
USD,STD,FS,MA,2012,MASTERCARD INC,6917,,7406,,,
USD,STD,INDL,MA,2012,MASTERCARD INC,6917,2759,7391,,,
USD,STD,FS,MA,2013,MASTERCARD INC,7484,,8357,,,
USD,STD,INDL,MA,2013,MASTERCARD INC,7484,3116,8346,,,
USD,STD,FS,MA,2014,MASTERCARD INC,6790,,9494,,,
USD,STD,INDL,MA,2014,MASTERCARD INC,6790,3617,9473,,,
USD,STD,FS,MA,2015,MASTERCARD INC,6028,,9608,,,
USD,STD,INDL,MA,2015,MASTERCARD INC,6028,3808,9667,,,
USD,STD,FS,MA,2016,MASTERCARD INC,5656,,10756,,,
USD,STD,INDL,MA,2016,MASTERCARD INC,5656,4059,10776,,,
USD,STD,FS,MA,2017,MASTERCARD INC,5468,,12551,,,
USD,STD,INDL,MA,2017,MASTERCARD INC,5468,3915,12497,,,
USD,STD,FS,MA,2018,MASTERCARD INC,5395,,15058,,,
USD,STD,INDL,MA,2018,MASTERCARD INC,5395,5859,14950,,,
USD,STD,FS,MA,2019,MASTERCARD INC,5893,,17174,,,
USD,STD,INDL,MA,2019,MASTERCARD INC,5893,8118,16883,,,
USD,STD,FS,MA,2020,MASTERCARD INC,6391,,15360,,,
USD,STD,INDL,MA,2020,MASTERCARD INC,6391,6411,15301,,,
USD,STD,FS,MA,2021,MASTERCARD INC,7312,,19546,,,
USD,STD,INDL,MA,2021,MASTERCARD INC,7312,8687,18884,,,
USD,STD,FS,MA,2022,MASTERCARD INC,6298,,22139,,,
USD,STD,INDL,MA,2022,MASTERCARD INC,6298,9930,22200,,,
USD,STD,FS,MA,2023,MASTERCARD INC,6929,,25304,,,
USD,STD,INDL,MA,2023,MASTERCARD INC,6929,11195,25098,,,
USD,STD,FS,MA,2024,MASTERCARD INC,6485,,28485,,,
USD,STD,INDL,MA,2024,MASTERCARD INC,6485,12874,28167,,,
USD,STD,INDL,MA,2025,MASTERCARD INC,7737,14968,32791,,,
USD,STD,INDL,GOOGL,2010,ALPHABET INC,46241,8505,29321,,,
USD,STD,INDL,GOOGL,2011,ALPHABET INC,58145,9737,37905,,,
USD,STD,INDL,GOOGL,2012,ALPHABET INC,71715,10737,50175,,,
USD,STD,INDL,GOOGL,2013,ALPHABET INC,87309,12920,59825,,,
USD,STD,INDL,GOOGL,2014,ALPHABET INC,104500,14444,66001,,,
USD,STD,INDL,GOOGL,2015,ALPHABET INC,120331,16348,74989,,,
USD,STD,INDL,GOOGL,2016,ALPHABET INC,139036,19478,90272,,,
USD,STD,INDL,GOOGL,2017,ALPHABET INC,152502,12662,110855,,,
USD,STD,INDL,GOOGL,2018,ALPHABET INC,177628,30736,136819,,,
USD,STD,INDL,GOOGL,2019,ALPHABET INC,201442,34343,161857,,,
USD,STD,INDL,GOOGL,2020,ALPHABET INC,222544,40269,182527,,,
USD,STD,INDL,GOOGL,2021,ALPHABET INC,251635,76033,257637,,,
USD,STD,INDL,GOOGL,2022,ALPHABET INC,256144,59972,282836,,,
USD,STD,INDL,GOOGL,2023,ALPHABET INC,281079,73795,307394,,,
USD,STD,INDL,GOOGL,2024,ALPHABET INC,321984,100118,350018,,,
USD,STD,INDL,META,2010,META PLATFORMS INC,2162,606,1974,,,
USD,STD,INDL,META,2011,META PLATFORMS INC,4899,1000,3711,,,
USD,STD,INDL,META,2012,META PLATFORMS INC,11755,53,5089,,,
USD,STD,INDL,META,2013,META PLATFORMS INC,15470,1500,7872,,,
USD,STD,INDL,META,2014,META PLATFORMS INC,36096,2940,12466,,,
USD,STD,INDL,META,2015,META PLATFORMS INC,44218,3688,17928,,,
USD,STD,INDL,META,2016,META PLATFORMS INC,59194,10217,27638,,,
USD,STD,INDL,META,2017,META PLATFORMS INC,74347,15934,40653,,,
USD,STD,INDL,META,2018,META PLATFORMS INC,84127,22112,55838,,,
USD,STD,INDL,META,2019,META PLATFORMS INC,101054,18485,70697,,,
USD,STD,INDL,META,2020,META PLATFORMS INC,128290,29146,85965,,,
USD,STD,INDL,META,2021,META PLATFORMS INC,124879,39370,117929,,,
USD,STD,INDL,META,2022,META PLATFORMS INC,125713,23200,116609,,,
USD,STD,INDL,META,2023,META PLATFORMS INC,153168,39098,134902,,,
USD,STD,INDL,META,2024,META PLATFORMS INC,182637,62360,164501,,,
USD,STD,INDL,META,2025,META PLATFORMS INC,217243,60458,200966,,,
USD,STD,INDL,NOW,2010,SERVICENOW INC,-4.035,-29.705,43.329,,,
USD,STD,INDL,NOW,2011,SERVICENOW INC,9.479,9.83,92.641,,,
USD,STD,INDL,NOW,2012,SERVICENOW INC,243.405,-37.348,243.712,,,
USD,STD,INDL,NOW,2013,SERVICENOW INC,394.259,-73.708,424.65,,,
USD,STD,INDL,NOW,2014,SERVICENOW INC,428.675,-179.387,682.563,,,
USD,STD,INDL,NOW,2015,SERVICENOW INC,566.814,-198.426,1005.48,,,
USD,STD,INDL,NOW,2016,SERVICENOW INC,386.961,-451.804,1390.513,,,
USD,STD,INDL,NOW,2017,SERVICENOW INC,584.132,-149.13,1933.026,,,
USD,STD,INDL,NOW,2018,SERVICENOW INC,1111.199,-26.704,2608.816,,,
USD,STD,INDL,NOW,2019,SERVICENOW INC,2127.941,626.698,3460.437,,,
USD,STD,INDL,NOW,2020,SERVICENOW INC,2834.481,118.503,4519.484,,,
USD,STD,INDL,NOW,2021,SERVICENOW INC,3695,230,5896,,,
USD,STD,INDL,NOW,2022,SERVICENOW INC,5032,325,7245,,,
USD,STD,INDL,NOW,2023,SERVICENOW INC,7628,1731,8971,,,
USD,STD,INDL,NOW,2024,SERVICENOW INC,9609,1425,10984,,,
USD,STD,INDL,NOW,2025,SERVICENOW INC,12964,1748,13278,,,
USD,STD,FS,V,2010,VISA INC,25011,,8107,,,
USD,STD,INDL,V,2010,VISA INC,25011,2966,8065,,,
USD,STD,FS,V,2011,VISA INC,26437,,9335,,,
USD,STD,INDL,V,2011,VISA INC,26437,3650,9188,,,
USD,STD,FS,V,2012,VISA INC,27630,,10489,,,
USD,STD,INDL,V,2012,VISA INC,27630,2144,10421,,,
USD,STD,FS,V,2013,VISA INC,26870,,11796,,,
USD,STD,INDL,V,2013,VISA INC,26870,4980,11778,,,
USD,STD,FS,V,2014,VISA INC,27413,,12729,,,
USD,STD,INDL,V,2014,VISA INC,27413,5438,12702,,,
USD,STD,FS,V,2015,VISA INC,29842,,13811,,,
USD,STD,INDL,V,2015,VISA INC,29842,6328,13880,,,
USD,STD,FS,V,2016,VISA INC,32912,,15419,,,
USD,STD,INDL,V,2016,VISA INC,32912,5991,15082,,,
USD,STD,FS,V,2017,VISA INC,32760,,18471,,,
USD,STD,INDL,V,2017,VISA INC,32760,6699,18358,,,
USD,STD,FS,V,2018,VISA INC,34006,,20880,,,
USD,STD,INDL,V,2018,VISA INC,34006,10301,20609,,,
USD,STD,FS,V,2019,VISA INC,34684,,23393,,,
USD,STD,INDL,V,2019,VISA INC,34684,12080,22977,,,
USD,STD,FS,V,2020,VISA INC,36210,,22071,,,
USD,STD,INDL,V,2020,VISA INC,36210,10866,21846,,,
USD,STD,FS,V,2021,VISA INC,37589,,24877,,,
USD,STD,INDL,V,2021,VISA INC,37589,12311,24105,,,
USD,STD,FS,V,2022,VISA INC,35581,,29171,,,
USD,STD,INDL,V,2022,VISA INC,35581,14957,29310,,,
USD,STD,FS,V,2023,VISA INC,38733,,33334,,,
USD,STD,INDL,V,2023,VISA INC,38733,17273,32653,,,
USD,STD,FS,V,2024,VISA INC,39137,,36888,,,
USD,STD,INDL,V,2024,VISA INC,39137,19743,35926,,,
USD,STD,FS,V,2025,VISA INC,37909,,40789,,,
USD,STD,INDL,V,2025,VISA INC,37909,20058,40000,,,
USD,STD,INDL,PM,2010,PHILIP MORRIS INTERNATIONAL,3506,7259,27208,,,
USD,STD,INDL,PM,2011,PHILIP MORRIS INTERNATIONAL,229,8591,31097,,,
USD,STD,INDL,PM,2012,PHILIP MORRIS INTERNATIONAL,-3476,8800,31377,,,
USD,STD,INDL,PM,2013,PHILIP MORRIS INTERNATIONAL,-7766,8576,31217,,,
USD,STD,INDL,PM,2014,PHILIP MORRIS INTERNATIONAL,-12629,7493,29767,,,
USD,STD,INDL,PM,2015,PHILIP MORRIS INTERNATIONAL,-13244,6873,26794,,,
USD,STD,INDL,PM,2016,PHILIP MORRIS INTERNATIONAL,-12688,6967,26685,,,
USD,STD,INDL,PM,2017,PHILIP MORRIS INTERNATIONAL,-12086,6035,28748,,,
USD,STD,INDL,PM,2018,PHILIP MORRIS INTERNATIONAL,-12459,7911,29625,,,
USD,STD,INDL,PM,2019,PHILIP MORRIS INTERNATIONAL,-11577,7185,29805,,,
USD,STD,INDL,PM,2020,PHILIP MORRIS INTERNATIONAL,-12567,8056,28694,,,
USD,STD,INDL,PM,2021,PHILIP MORRIS INTERNATIONAL,-10106,9109,31651,,,
USD,STD,INDL,PM,2022,PHILIP MORRIS INTERNATIONAL,-8957,9048,31762,,,
USD,STD,INDL,PM,2023,PHILIP MORRIS INTERNATIONAL,-11225,7813,35254,,,
USD,STD,INDL,PM,2024,PHILIP MORRIS INTERNATIONAL,-11750,7057,37878,,,
USD,STD,INDL,AVGO,2010,BROADCOM INC,1505,415,2093,,,
USD,STD,INDL,AVGO,2011,BROADCOM INC,2006,552,2336,,,
USD,STD,INDL,AVGO,2012,BROADCOM INC,2419,563,2364,,,
USD,STD,INDL,AVGO,2013,BROADCOM INC,2886,552,2520,,,
USD,STD,INDL,AVGO,2014,BROADCOM INC,3243,263,4269,,,
USD,STD,INDL,AVGO,2015,BROADCOM INC,4714,1364,6824,,,
USD,STD,INDL,AVGO,2016,BROADCOM INC,18892,-1739,13240,,,
USD,STD,INDL,AVGO,2017,BROADCOM INC,20285,1692,17636,,,
USD,STD,INDL,AVGO,2018,BROADCOM INC,26657,12259,20848,,,
USD,STD,INDL,AVGO,2019,BROADCOM INC,24970,2724,22597,,,
USD,STD,INDL,AVGO,2020,BROADCOM INC,23901,2960,23888,,,
USD,STD,INDL,AVGO,2021,BROADCOM INC,24989,6736,27450,,,
USD,STD,INDL,AVGO,2022,BROADCOM INC,22709,11495,33203,,,
USD,STD,INDL,AVGO,2023,BROADCOM INC,23988,14082,35819,,,
USD,STD,INDL,AVGO,2024,BROADCOM INC,67678,5895,51574,,,
USD,STD,INDL,AVGO,2025,BROADCOM INC,81292,23126,63887,,,
USD,STD,INDL,TSLA,2010,TESLA INC,207.048,-154.328,116.744,,,
USD,STD,INDL,TSLA,2011,TESLA INC,224.045,-254.411,204.242,,,
USD,STD,INDL,TSLA,2012,TESLA INC,124.7,-396.213,413.256,,,
USD,STD,INDL,TSLA,2013,TESLA INC,667.12,-74.014,2013.496,,,
USD,STD,INDL,TSLA,2014,TESLA INC,969.906,-294.04,3198.356,,,
USD,STD,INDL,TSLA,2015,TESLA INC,1130.989,-888.663,4046.025,,,
USD,STD,INDL,TSLA,2016,TESLA INC,4761.695,-674.914,7000.132,,,
USD,STD,INDL,TSLA,2017,TESLA INC,4237.312,-1961.4,11758.751,,,
USD,STD,INDL,TSLA,2018,TESLA INC,4923.243,-976.091,21461.268,,,
USD,STD,INDL,TSLA,2019,TESLA INC,6618,-862,24578,,,
USD,STD,INDL,TSLA,2020,TESLA INC,22225,721,31536,,,
USD,STD,INDL,TSLA,2021,TESLA INC,30189,5519,53823,,,
USD,STD,INDL,TSLA,2022,TESLA INC,44704,12556,81462,,,
USD,STD,INDL,TSLA,2023,TESLA INC,62634,14997,96773,,,
USD,STD,INDL,TSLA,2024,TESLA INC,72913,7091,97690,,,
USD,STD,INDL,TSLA,2025,TESLA INC,82137,3794,94827,,,
