currency,data_format,industry_format,tic,fyear,company name,stockholders_equity,net income,revenue,,,
USD,STD,INDL,LIN,2017,LINDE PLC,6018,1247,11437,,,
USD,STD,INDL,LIN,2018,LINDE PLC,51596,4381,14900,,,
USD,STD,INDL,LIN,2019,LINDE PLC,49074,2285,28228,,,
USD,STD,INDL,LIN,2020,LINDE PLC,47317,2501,27243,,,
USD,STD,INDL,LIN,2021,LINDE PLC,44035,3826,30793,,,
USD,STD,INDL,LIN,2022,LINDE PLC,40028,4147,33364,,,
USD,STD,INDL,LIN,2023,LINDE PLC,39720,6199,32854,,,
USD,STD,INDL,LIN,2024,LINDE PLC,38092,6565,33005,,,
USD,STD,INDL,SBUX,2010,STARBUCKS CORP,3674.7,945.6,10707.4,,,
USD,STD,INDL,SBUX,2011,STARBUCKS CORP,4384.9,1245.7,11700.4,,,
USD,STD,INDL,SBUX,2012,STARBUCKS CORP,5109,1383.8,13299.5,,,
USD,STD,INDL,SBUX,2013,STARBUCKS CORP,4480.2,8.3,14892.2,,,
USD,STD,INDL,SBUX,2014,STARBUCKS CORP,5272,2068.1,16447.8,,,
USD,STD,INDL,SBUX,2015,STARBUCKS CORP,5818,2757.4,19162.7,,,
USD,STD,INDL,SBUX,2016,STARBUCKS CORP,5884,2817.7,21315.9,,,
USD,STD,INDL,SBUX,2017,STARBUCKS CORP,5450.1,2884.7,22386.8,,,
USD,STD,INDL,SBUX,2018,STARBUCKS CORP,1169.5,4518.3,24719.5,,,
USD,STD,INDL,SBUX,2019,STARBUCKS CORP,-6232.2,3599.2,26508.6,,,
USD,STD,INDL,SBUX,2020,STARBUCKS CORP,-7805.1,928.3,23518,,,
USD,STD,INDL,SBUX,2021,STARBUCKS CORP,-5321.2,4199.3,29060.6,,,
USD,STD,INDL,SBUX,2022,STARBUCKS CORP,-8706.6,3281.6,32250.3,,,
USD,STD,INDL,SBUX,2023,STARBUCKS CORP,-7994.8,4124.5,35975.6,,,
USD,STD,INDL,SBUX,2024,STARBUCKS CORP,-7448.9,3760.9,36176.2,,,
USD,STD,INDL,SBUX,2025,STARBUCKS CORP,-8096.6,1856.4,37184.4,,,
USD,STD,INDL,INTU,2010,INTUIT INC,2821,574,3455,,,
USD,STD,INDL,INTU,2011,INTUIT INC,2616,634,3851,,,
USD,STD,INDL,INTU,2012,INTUIT INC,2744,792,4151,,,
USD,STD,INDL,INTU,2013,INTUIT INC,3531,858,4171,,,
USD,STD,INDL,INTU,2014,INTUIT INC,3078,907,4506,,,
USD,STD,INDL,INTU,2015,INTUIT INC,2332,365,4192,,,
USD,STD,INDL,INTU,2016,INTUIT INC,1161,979,4694,,,
USD,STD,INDL,INTU,2017,INTUIT INC,1354,971,5177,,,
USD,STD,INDL,INTU,2018,INTUIT INC,2354,1211,5964,,,
USD,STD,INDL,INTU,2019,INTUIT INC,3749,1557,6784,,,
USD,STD,INDL,INTU,2020,INTUIT INC,5106,1826,7649,,,
USD,STD,INDL,INTU,2021,INTUIT INC,9869,2062,9613,,,
USD,STD,INDL,INTU,2022,INTUIT INC,16441,2066,12726,,,
USD,STD,INDL,INTU,2023,INTUIT INC,17269,2384,14368,,,
USD,STD,INDL,INTU,2024,INTUIT INC,18436,2963,16285,,,
USD,STD,INDL,INTU,2025,INTUIT INC,19710,3869,18831,,,
USD,STD,INDL,COST,2010,COSTCO WHOLESALE CORP,10829,1303,77946,,,
USD,STD,INDL,COST,2011,COSTCO WHOLESALE CORP,12002,1462,88915,,,
USD,STD,INDL,COST,2012,COSTCO WHOLESALE CORP,12361,1709,99137,,,
USD,STD,INDL,COST,2013,COSTCO WHOLESALE CORP,10833,2039,105156,,,
USD,STD,INDL,COST,2014,COSTCO WHOLESALE CORP,12303,2058,112640,,,
USD,STD,INDL,COST,2015,COSTCO WHOLESALE CORP,10617,2377,116199,,,
USD,STD,INDL,COST,2016,COSTCO WHOLESALE CORP,12079,2350,118719,,,
USD,STD,INDL,COST,2017,COSTCO WHOLESALE CORP,10778,2679,129025,,,
USD,STD,INDL,COST,2018,COSTCO WHOLESALE CORP,12799,3134,141576,,,
USD,STD,INDL,COST,2019,COSTCO WHOLESALE CORP,15243,3659,152703,,,
USD,STD,INDL,COST,2020,COSTCO WHOLESALE CORP,18284,4002,166761,,,
USD,STD,INDL,COST,2021,COSTCO WHOLESALE CORP,17564,5007,195929,,,
USD,STD,INDL,COST,2022,COSTCO WHOLESALE CORP,20642,5844,226954,,,
USD,STD,INDL,COST,2023,COSTCO WHOLESALE CORP,25058,6292,242290,,,
USD,STD,INDL,COST,2024,COSTCO WHOLESALE CORP,23622,7367,254453,,,
USD,STD,INDL,COST,2025,COSTCO WHOLESALE CORP,29164,8099,275235,,,
USD,STD,FS,SPG,2010,SIMON PROPERTY GROUP INC,4830.78,,4350.133,,,
USD,STD,INDL,SPG,2010,SIMON PROPERTY GROUP INC,4830.78,617.038,4033.551,,,
USD,STD,FS,SPG,2011,SIMON PROPERTY GROUP INC,4649.666,,4610.114,,,
USD,STD,INDL,SPG,2011,SIMON PROPERTY GROUP INC,4649.666,1024.799,4387.67,,,
USD,STD,FS,SPG,2012,SIMON PROPERTY GROUP INC,5910.603,,5549.592,,,
USD,STD,INDL,SPG,2012,SIMON PROPERTY GROUP INC,5910.603,1434.496,5018.417,,,
USD,STD,FS,SPG,2013,SIMON PROPERTY GROUP INC,5849.406,,5499.516,,,
USD,STD,INDL,SPG,2013,SIMON PROPERTY GROUP INC,5849.406,1319.641,5375.397,,,
USD,STD,FS,SPG,2014,SIMON PROPERTY GROUP INC,5093.177,,5272.4,,,
USD,STD,INDL,SPG,2014,SIMON PROPERTY GROUP INC,5093.177,1408.588,5097.592,,,
USD,STD,FS,SPG,2015,SIMON PROPERTY GROUP INC,4471.464,,5834.089,,,
USD,STD,INDL,SPG,2015,SIMON PROPERTY GROUP INC,4471.464,1827.72,5550.909,,,
USD,STD,FS,SPG,2016,SIMON PROPERTY GROUP INC,4310.448,,5904.366,,,
USD,STD,INDL,SPG,2016,SIMON PROPERTY GROUP INC,4310.448,1838.896,5788.563,,,
USD,STD,FS,SPG,2017,SIMON PROPERTY GROUP INC,3686.168,,5967.311,,,
USD,STD,INDL,SPG,2017,SIMON PROPERTY GROUP INC,3686.168,1947.962,5938.91,,,
USD,STD,FS,SPG,2018,SIMON PROPERTY GROUP INC,3296.681,,6423.967,,,
USD,STD,INDL,SPG,2018,SIMON PROPERTY GROUP INC,3296.681,2440.058,6115.269,,,
USD,STD,FS,SPG,2019,SIMON PROPERTY GROUP INC,2526.398,,6161.051,,,
USD,STD,INDL,SPG,2019,SIMON PROPERTY GROUP INC,2526.398,2101.584,6121.038,,,
USD,STD,FS,SPG,2020,SIMON PROPERTY GROUP INC,3039.472,,4765.698,,,
USD,STD,INDL,SPG,2020,SIMON PROPERTY GROUP INC,3039.472,1112.564,4822.173,,,
USD,STD,FS,SPG,2021,SIMON PROPERTY GROUP INC,3361.452,,6306.162,,,
USD,STD,INDL,SPG,2021,SIMON PROPERTY GROUP INC,3361.452,2249.631,5897.526,,,
USD,STD,FS,SPG,2022,SIMON PROPERTY GROUP INC,3138.524,,6040.526,,,
USD,STD,INDL,SPG,2022,SIMON PROPERTY GROUP INC,3138.524,2139.535,5939.424,,,
USD,STD,FS,SPG,2023,SIMON PROPERTY GROUP INC,3022.834,,6445.26,,,
USD,STD,INDL,SPG,2023,SIMON PROPERTY GROUP INC,3022.834,2283.126,6034.499,,,
USD,STD,FS,SPG,2024,SIMON PROPERTY GROUP INC,2941.925,,6565.141,,1,
USD,STD,INDL,SPG,2024,SIMON PROPERTY GROUP INC,2941.925,2370.896,6171.12,,,
USD,STD,INDL,SPG,2025,SIMON PROPERTY GROUP INC,5208.268,4627.612,6868.593,,,
USD,STD,FS,COF,2017,CAPITAL ONE FINANCIAL CORP,48730,,29999,,,
USD,STD,FS,COF,2010,CAPITAL ONE FINANCIAL CORP,26541,,18939,,,
USD,STD,INDL,COF,2010,CAPITAL ONE FINANCIAL CORP,26541,2743,18939,,,
USD,STD,FS,COF,2011,CAPITAL ONE FINANCIAL CORP,29666,,18525,,,
USD,STD,INDL,COF,2011,CAPITAL ONE FINANCIAL CORP,29666,3147,18525,,,
USD,STD,FS,COF,2012,CAPITAL ONE FINANCIAL CORP,40499,,23177,,,
USD,STD,INDL,COF,2012,CAPITAL ONE FINANCIAL CORP,40499,3517,23177,,,
USD,STD,FS,COF,2013,CAPITAL ONE FINANCIAL CORP,41744,,24176,,,
USD,STD,INDL,COF,2013,CAPITAL ONE FINANCIAL CORP,41744,4159,24176,,,
USD,STD,FS,COF,2014,CAPITAL ONE FINANCIAL CORP,45053,,23869,,,
USD,STD,INDL,COF,2014,CAPITAL ONE FINANCIAL CORP,45053,4428,23869,,,
USD,STD,FS,COF,2015,CAPITAL ONE FINANCIAL CORP,47284,,25038,,,
USD,STD,INDL,COF,2015,CAPITAL ONE FINANCIAL CORP,47284,4050,25038,,,
USD,STD,FS,COF,2016,CAPITAL ONE FINANCIAL CORP,47514,,27495,,,
USD,STD,INDL,COF,2016,CAPITAL ONE FINANCIAL CORP,47514,3751,27495,,,
USD,STD,INDL,COF,2017,CAPITAL ONE FINANCIAL CORP,48730,1982,30089,,,
USD,STD,FS,COF,2018,CAPITAL ONE FINANCIAL CORP,51668,,31831,,,
USD,STD,INDL,COF,2018,CAPITAL ONE FINANCIAL CORP,51668,6015,31831,,,
USD,STD,FS,COF,2019,CAPITAL ONE FINANCIAL CORP,58011,,33907,,,
USD,STD,INDL,COF,2019,CAPITAL ONE FINANCIAL CORP,58011,5546,33907,,,
USD,STD,FS,COF,2020,CAPITAL ONE FINANCIAL CORP,60204,,31607,,,
USD,STD,INDL,COF,2020,CAPITAL ONE FINANCIAL CORP,60204,2714,31607,,,
USD,STD,FS,COF,2021,CAPITAL ONE FINANCIAL CORP,61029,,32033,,,
USD,STD,INDL,COF,2021,CAPITAL ONE FINANCIAL CORP,61029,12390,32033,,,
USD,STD,FS,COF,2022,CAPITAL ONE FINANCIAL CORP,52582,,38373,,,
USD,STD,INDL,COF,2022,CAPITAL ONE FINANCIAL CORP,52582,7360,38373,,,
USD,STD,FS,COF,2023,CAPITAL ONE FINANCIAL CORP,58089,,49484,,,
USD,STD,INDL,COF,2023,CAPITAL ONE FINANCIAL CORP,58089,4887,49484,,,
USD,STD,FS,COF,2024,CAPITAL ONE FINANCIAL CORP,60784,,53965,,,
USD,STD,INDL,COF,2024,CAPITAL ONE FINANCIAL CORP,60784,4750,53965,,,
USD,STD,INDL,COF,2025,CAPITAL ONE FINANCIAL CORP,113616,2453,69252,,,
USD,STD,INDL,UBER,2016,UBER TECHNOLOGIES INC,,,,,,
USD,STD,INDL,UBER,2017,UBER TECHNOLOGIES INC,3653,-4033,7932,,,
USD,STD,INDL,UBER,2018,UBER TECHNOLOGIES INC,6792,997,11270,,,
USD,STD,INDL,UBER,2019,UBER TECHNOLOGIES INC,14190,-8506,14147,,,
USD,STD,INDL,UBER,2020,UBER TECHNOLOGIES INC,12266,-6768,11166,,,
USD,STD,INDL,UBER,2021,UBER TECHNOLOGIES INC,14458,-496,18055,,,
USD,STD,INDL,UBER,2022,UBER TECHNOLOGIES INC,7340,-9141,31974,,,
USD,STD,INDL,UBER,2023,UBER TECHNOLOGIES INC,11249,1887,37281,,,
USD,STD,INDL,UBER,2024,UBER TECHNOLOGIES INC,21558,9856,43978,,,
USD,STD,INDL,PLTR,2018,PALANTIR TECHNOLOG INC,508.295,-580.027,595.409,,,
USD,STD,INDL,PLTR,2019,PALANTIR TECHNOLOG INC,146.589,-579.646,742.555,,,
USD,STD,INDL,PLTR,2020,PALANTIR TECHNOLOG INC,1522.55,-1166.391,1092.673,,,
USD,STD,INDL,PLTR,2021,PALANTIR TECHNOLOG INC,2291.03,-520.379,1541.889,,,
USD,STD,INDL,PLTR,2022,PALANTIR TECHNOLOG INC,2565.326,-373.705,1905.871,,,
USD,STD,INDL,PLTR,2023,PALANTIR TECHNOLOG INC,3475.561,209.825,2225.012,,,
USD,STD,INDL,PLTR,2024,PALANTIR TECHNOLOG INC,5003.275,462.19,2865.507,,,
USD,STD,INDL,PLTR,2025,PALANTIR TECHNOLOG INC,7387.268,1625.033,4475.446,,,
USD,STD,INDL,AMZN,2010,AMAZON.COM INC,6864,1152,34204,,,
USD,STD,INDL,AMZN,2011,AMAZON.COM INC,7757,631,48077,,,
USD,STD,INDL,AMZN,2012,AMAZON.COM INC,8192,-39,61093,,,
USD,STD,INDL,AMZN,2013,AMAZON.COM INC,9746,274,74452,,,
USD,STD,INDL,AMZN,2014,AMAZON.COM INC,10741,-241,88988,,,
USD,STD,INDL,AMZN,2015,AMAZON.COM INC,13384,596,107006,,,
USD,STD,INDL,AMZN,2016,AMAZON.COM INC,19285,2371,135987,,,
USD,STD,INDL,AMZN,2017,AMAZON.COM INC,27709,3033,177866,,,
USD,STD,INDL,AMZN,2018,AMAZON.COM INC,43549,10073,232887,,,
USD,STD,INDL,AMZN,2019,AMAZON.COM INC,62060,11588,280522,,,
USD,STD,INDL,AMZN,2020,AMAZON.COM INC,93404,21331,386064,,,
USD,STD,INDL,AMZN,2021,AMAZON.COM INC,138245,33364,469822,,,
USD,STD,INDL,AMZN,2022,AMAZON.COM INC,146043,-2722,513983,,,
USD,STD,INDL,AMZN,2023,AMAZON.COM INC,201875,30425,574785,,,
USD,STD,INDL,AMZN,2024,AMAZON.COM INC,285970,59248,637959,,,
USD,STD,INDL,AMT,2010,AMERICAN TOWER CORP,3501.444,372.936,1985.335,,,
USD,STD,INDL,AMT,2011,AMERICAN TOWER CORP,3287.22,396.462,2443.532,,,
USD,STD,INDL,AMT,2012,AMERICAN TOWER CORP,3573.101,637.283,2875.96,,,
USD,STD,INDL,AMT,2013,AMERICAN TOWER CORP,3534.165,551.333,3361.407,,,
USD,STD,INDL,AMT,2014,AMERICAN TOWER CORP,3953.56,824.91,4100.048,,,
USD,STD,INDL,AMT,2015,AMERICAN TOWER CORP,6651.679,685.074,4771.516,,,
USD,STD,INDL,AMT,2016,AMERICAN TOWER CORP,6763.895,956.425,5785.668,,,
USD,STD,INDL,AMT,2017,AMERICAN TOWER CORP,6241.5,1238.9,6663.9,,,
USD,STD,INDL,AMT,2018,AMERICAN TOWER CORP,5336.1,1236.4,7106.4,,,
USD,STD,INDL,AMT,2019,AMERICAN TOWER CORP,5055.4,1887.8,7580.3,,,
USD,STD,FS,AMT,2020,AMERICAN TOWER CORP,4093.5,,8081.2,,,
USD,STD,INDL,AMT,2020,AMERICAN TOWER CORP,4093.5,1690.6,8041.5,,,
USD,STD,FS,AMT,2021,AMERICAN TOWER CORP,5081.2,,9963.4,,,
USD,STD,INDL,AMT,2021,AMERICAN TOWER CORP,5081.2,2567.7,9356.9,,,
USD,STD,FS,AMT,2022,AMERICAN TOWER CORP,5572.4,,11216.4,,,
USD,STD,INDL,AMT,2022,AMERICAN TOWER CORP,5572.4,1765.8,10711.1,,,
USD,STD,FS,AMT,2023,AMERICAN TOWER CORP,4198.2,,11039.1,,,
USD,STD,INDL,AMT,2023,AMERICAN TOWER CORP,4198.2,1483.3,11144.2,,,
USD,STD,FS,AMT,2024,AMERICAN TOWER CORP,3382.2,,10640,,,
USD,STD,INDL,AMT,2024,AMERICAN TOWER CORP,3382.2,2255,10127.2,,,
USD,STD,FS,GS,2010,GOLDMAN SACHS GROUP INC,77356,,45967,,,
USD,STD,INDL,GS,2010,GOLDMAN SACHS GROUP INC,77356,8354,45967,,,
USD,STD,FS,GS,2011,GOLDMAN SACHS GROUP INC,70379,,36793,,,
USD,STD,INDL,GS,2011,GOLDMAN SACHS GROUP INC,70379,4442,36793,,,
USD,STD,FS,GS,2012,GOLDMAN SACHS GROUP INC,75716,,41170,,,
USD,STD,INDL,GS,2012,GOLDMAN SACHS GROUP INC,75716,7475,41170,,,
USD,STD,FS,GS,2013,GOLDMAN SACHS GROUP INC,78467,,40663,,,
USD,STD,INDL,GS,2013,GOLDMAN SACHS GROUP INC,78467,8040,40663,,,
USD,STD,FS,GS,2014,GOLDMAN SACHS GROUP INC,82797,,39796,,,
USD,STD,INDL,GS,2014,GOLDMAN SACHS GROUP INC,82797,8477,39796,,,
USD,STD,FS,GS,2015,GOLDMAN SACHS GROUP INC,86728,,39174,,,
USD,STD,INDL,GS,2015,GOLDMAN SACHS GROUP INC,86728,6083,39174,,,
USD,STD,FS,GS,2016,GOLDMAN SACHS GROUP INC,86893,,37712,,,
USD,STD,INDL,GS,2016,GOLDMAN SACHS GROUP INC,86893,7398,37894,,,
USD,STD,FS,GS,2017,GOLDMAN SACHS GROUP INC,82243,,42254,,,
USD,STD,INDL,GS,2017,GOLDMAN SACHS GROUP INC,82243,4286,42911,,,
USD,STD,FS,GS,2018,GOLDMAN SACHS GROUP INC,90185,,52368,,,
USD,STD,INDL,GS,2018,GOLDMAN SACHS GROUP INC,90185,10459,52368,,,
USD,STD,FS,GS,2019,GOLDMAN SACHS GROUP INC,90265,,53922,,,
USD,STD,INDL,GS,2019,GOLDMAN SACHS GROUP INC,90265,8466,53922,,,
USD,STD,FS,GS,2020,GOLDMAN SACHS GROUP INC,95932,,53498,,,
USD,STD,INDL,GS,2020,GOLDMAN SACHS GROUP INC,95932,9459,53498,,,
USD,STD,FS,GS,2021,GOLDMAN SACHS GROUP INC,109926,,64989,,,
USD,STD,INDL,GS,2021,GOLDMAN SACHS GROUP INC,109926,21635,64989,,,
USD,STD,FS,GS,2022,GOLDMAN SACHS GROUP INC,117189,,68711,,,
USD,STD,INDL,GS,2022,GOLDMAN SACHS GROUP INC,117189,11261,68711,,,
USD,STD,FS,GS,2023,GOLDMAN SACHS GROUP INC,116905,,108418,,,
USD,STD,INDL,GS,2023,GOLDMAN SACHS GROUP INC,116905,8516,108418,,,
USD,STD,FS,GS,2024,GOLDMAN SACHS GROUP INC,121996,,126853,,,
USD,STD,INDL,GS,2024,GOLDMAN SACHS GROUP INC,121996,14276,126853,,,
USD,STD,INDL,NVDA,2010,NVIDIA CORP,3181.462,253.146,3543.309,,,
USD,STD,INDL,NVDA,2011,NVIDIA CORP,4145.724,581.09,3997.93,,,
USD,STD,INDL,NVDA,2012,NVIDIA CORP,4827.703,562.536,4280.159,,,
USD,STD,INDL,NVDA,2013,NVIDIA CORP,4456.398,439.99,4130.162,,,
USD,STD,INDL,NVDA,2014,NVIDIA CORP,4417.982,630.587,4681.507,,,
USD,STD,INDL,NVDA,2015,NVIDIA CORP,4469,614,5010,,,
USD,STD,INDL,NVDA,2016,NVIDIA CORP,5762,1666,6910,,,
USD,STD,INDL,NVDA,2017,NVIDIA CORP,7471,3047,9714,,,
USD,STD,INDL,NVDA,2018,NVIDIA CORP,9342,4141,11716,,,
USD,STD,INDL,NVDA,2019,NVIDIA CORP,12204,2796,10918,,,
USD,STD,INDL,NVDA,2020,NVIDIA CORP,16893,4332,16675,,,
USD,STD,INDL,NVDA,2021,NVIDIA CORP,26612,9752,26914,,,
USD,STD,INDL,NVDA,2022,NVIDIA CORP,22101,4368,26974,,,
USD,STD,INDL,NVDA,2023,NVIDIA CORP,42978,29760,60922,,,
USD,STD,INDL,NVDA,2024,NVIDIA CORP,79327,72880,130497,,,
USD,STD,INDL,BKNG,2010,BOOKING HOLDINGS INC,1813.374,527.541,3084.905,,,
USD,STD,INDL,BKNG,2011,BOOKING HOLDINGS INC,2651.655,1056.371,4355.61,,,
USD,STD,INDL,BKNG,2012,BOOKING HOLDINGS INC,3951.63,1419.566,5260.956,,,
USD,STD,INDL,BKNG,2013,BOOKING HOLDINGS INC,6918.262,1892.663,6793.306,,,
USD,STD,INDL,BKNG,2014,BOOKING HOLDINGS INC,8567.023,2421.753,8441.971,,,
USD,STD,INDL,BKNG,2015,BOOKING HOLDINGS INC,8795.469,2551.36,9223.987,,,
USD,STD,INDL,BKNG,2016,BOOKING HOLDINGS INC,9820.142,2134.987,10743.006,,,
USD,STD,INDL,BKNG,2017,BOOKING HOLDINGS INC,11260.598,2340.765,12681.082,,,
USD,STD,INDL,BKNG,2018,BOOKING HOLDINGS INC,8785,3998,14527,,,
USD,STD,INDL,BKNG,2019,BOOKING HOLDINGS INC,5933,4865,15066,,,
USD,STD,INDL,BKNG,2020,BOOKING HOLDINGS INC,4893,59,6840,,,
USD,STD,INDL,BKNG,2021,BOOKING HOLDINGS INC,6178,1165,10958,,,
USD,STD,INDL,BKNG,2022,BOOKING HOLDINGS INC,2782,3058,17090,,,
USD,STD,INDL,BKNG,2023,BOOKING HOLDINGS INC,-2744,4289,21365,,,
USD,STD,INDL,BKNG,2024,BOOKING HOLDINGS INC,-4020,5882,23739,,,
USD,STD,FS,BLK,2010,BLACKROCK INC,26094,,8785,,,
USD,STD,INDL,BLK,2010,BLACKROCK INC,26094,2063,8612,,,
USD,STD,FS,BLK,2011,BLACKROCK INC,25048,,9143,,,
USD,STD,INDL,BLK,2011,BLACKROCK INC,25048,2337,9081,,,
USD,STD,FS,BLK,2012,BLACKROCK INC,25403,,9498,,,
USD,STD,INDL,BLK,2012,BLACKROCK INC,25403,2458,9337,,,
USD,STD,FS,BLK,2013,BLACKROCK INC,26460,,10388,,,
USD,STD,INDL,BLK,2013,BLACKROCK INC,26460,2932,10180,,,
USD,STD,FS,BLK,2014,BLACKROCK INC,27366,,11234,,,
USD,STD,INDL,BLK,2014,BLACKROCK INC,27366,3294,11081,,,
USD,STD,FS,BLK,2015,BLACKROCK INC,28503,,11503,,,
USD,STD,INDL,BLK,2015,BLACKROCK INC,28503,3345,11401,,,
USD,STD,FS,BLK,2016,BLACKROCK INC,29098,,11250,,,
USD,STD,INDL,BLK,2016,BLACKROCK INC,29098,3172,11155,,,
USD,STD,FS,BLK,2017,BLACKROCK INC,31825,,12701,,,
USD,STD,INDL,BLK,2017,BLACKROCK INC,31825,4970,12491,,,
USD,STD,FS,BLK,2018,BLACKROCK INC,32374,,14263,,,
USD,STD,INDL,BLK,2018,BLACKROCK INC,32374,4305,14198,,,
USD,STD,FS,BLK,2019,BLACKROCK INC,33547,,14978,,,
USD,STD,INDL,BLK,2019,BLACKROCK INC,33547,4476,14539,,,
USD,STD,FS,BLK,2020,BLACKROCK INC,35283,,16877,,,
USD,STD,INDL,BLK,2020,BLACKROCK INC,35283,4932,16205,,,
USD,STD,FS,BLK,2021,BLACKROCK INC,37693,,20302,,,
USD,STD,INDL,BLK,2021,BLACKROCK INC,37693,5901,19374,,,
USD,STD,FS,BLK,2022,BLACKROCK INC,37744,,17990,,,
USD,STD,INDL,BLK,2022,BLACKROCK INC,37744,5178,17873,,,
USD,STD,FS,BLK,2023,BLACKROCK INC,39347,,19031,,,
USD,STD,INDL,BLK,2023,BLACKROCK INC,39347,5502,17859,,,
USD,STD,FS,BLK,2024,BLACKROCK INC,47495,,21666,,,
USD,STD,INDL,BLK,2024,BLACKROCK INC,47495,6369,20407,,,
USD,STD,FS,MET,2010,METLIFE INC,48625,,53647,,,
USD,STD,INDL,MET,2010,METLIFE INC,48625,2790,52471,,,
USD,STD,FS,MET,2011,METLIFE INC,59797,,71291,,,
USD,STD,INDL,MET,2011,METLIFE INC,59797,6981,70225,,,
USD,STD,FS,MET,2012,METLIFE INC,64453,,69240,,,
USD,STD,INDL,MET,2012,METLIFE INC,64453,1324,68262,,,
USD,STD,FS,MET,2013,METLIFE INC,61553,,69378,,,
USD,STD,INDL,MET,2013,METLIFE INC,61553,3368,68009,,,
USD,STD,FS,MET,2014,METLIFE INC,72053,,75127,,,
USD,STD,INDL,MET,2014,METLIFE INC,72053,6309,74132,,,
USD,STD,FS,MET,2015,METLIFE INC,67949,,71160,,,
USD,STD,INDL,MET,2015,METLIFE INC,67949,5310,69905,,,
USD,STD,FS,MET,2016,METLIFE INC,67309,,64520,,,
USD,STD,INDL,MET,2016,METLIFE INC,67309,800,63110,,,
USD,STD,FS,MET,2017,METLIFE INC,58676,,63528,,,
USD,STD,INDL,MET,2017,METLIFE INC,58676,4010,62412,,,
USD,STD,FS,MET,2018,METLIFE INC,52741,,69226,,,
USD,STD,INDL,MET,2018,METLIFE INC,52741,5123,67957,,,
USD,STD,FS,MET,2019,METLIFE INC,66144,,71042,,,
USD,STD,INDL,MET,2019,METLIFE INC,66144,5899,69744,,,
USD,STD,FS,MET,2020,METLIFE INC,74558,,69039,,,
USD,STD,INDL,MET,2020,METLIFE INC,74558,5407,67077,,,
USD,STD,FS,MET,2021,METLIFE INC,67482,,70629,,,
USD,STD,INDL,MET,2021,METLIFE INC,67482,6554,64590,,,
USD,STD,FS,MET,2022,METLIFE INC,27040,,71182,,,
USD,STD,INDL,MET,2022,METLIFE INC,27040,2539,69716,,,
USD,STD,FS,MET,2023,METLIFE INC,30015,,69167,,,
USD,STD,INDL,MET,2023,METLIFE INC,30015,1578,66905,,,
USD,STD,FS,MET,2024,METLIFE INC,27445,,73234,,,
USD,STD,INDL,MET,2024,METLIFE INC,27445,4426,70986,,,
USD,STD,INDL,ISRG,2010,INTUITIVE SURGICAL INC,2037.4,381.8,1413,,,
USD,STD,INDL,ISRG,2011,INTUITIVE SURGICAL INC,2645.6,495.1,1757.3,,,
USD,STD,INDL,ISRG,2012,INTUITIVE SURGICAL INC,3580.1,656.6,2178.8,,,
USD,STD,INDL,ISRG,2013,INTUITIVE SURGICAL INC,3501.4,671,2265.1,,,
USD,STD,INDL,ISRG,2014,INTUITIVE SURGICAL INC,3379.4,418.8,2131.7,,,
USD,STD,INDL,ISRG,2015,INTUITIVE SURGICAL INC,4319.5,588.8,2384.4,,,
USD,STD,INDL,ISRG,2016,INTUITIVE SURGICAL INC,5777.8,735.9,2704.4,,,
USD,STD,INDL,ISRG,2017,INTUITIVE SURGICAL INC,4725.2,660,3128.9,,,
USD,STD,INDL,ISRG,2018,INTUITIVE SURGICAL INC,6678.8,1127.9,3724.2,,,
USD,STD,INDL,ISRG,2019,INTUITIVE SURGICAL INC,8263.8,1379.3,4478.5,,,
USD,STD,INDL,ISRG,2020,INTUITIVE SURGICAL INC,9731.5,1060.6,4438.4,,,
USD,STD,INDL,ISRG,2021,INTUITIVE SURGICAL INC,11901.1,1704.6,5710.1,,,
USD,STD,INDL,ISRG,2022,INTUITIVE SURGICAL INC,11041.9,1322.3,6222.2,,,
USD,STD,INDL,ISRG,2023,INTUITIVE SURGICAL INC,13307.6,1798,7124.1,,,
USD,STD,INDL,ISRG,2024,INTUITIVE SURGICAL INC,16433.7,2322.6,8352.1,,,
USD,STD,INDL,MDLZ,2010,MONDELEZ INTERNATIONAL INC,35834,4114,49207,,,
USD,STD,INDL,MDLZ,2011,MONDELEZ INTERNATIONAL INC,35217,3527,54366,,,
USD,STD,INDL,MDLZ,2012,MONDELEZ INTERNATIONAL INC,32215,3028,35015,,,
USD,STD,INDL,MDLZ,2013,MONDELEZ INTERNATIONAL INC,32373,3915,35299,,,
USD,STD,INDL,MDLZ,2014,MONDELEZ INTERNATIONAL INC,27750,2184,34244,,,
USD,STD,INDL,MDLZ,2015,MONDELEZ INTERNATIONAL INC,28012,7267,29636,,,
USD,STD,INDL,MDLZ,2016,MONDELEZ INTERNATIONAL INC,25161,1659,25923,,,
USD,STD,INDL,MDLZ,2017,MONDELEZ INTERNATIONAL INC,26111,2922,25896,,,
USD,STD,INDL,MDLZ,2018,MONDELEZ INTERNATIONAL INC,25637,3381,25938,,,
USD,STD,INDL,MDLZ,2019,MONDELEZ INTERNATIONAL INC,27275,3870,25868,,,
USD,STD,INDL,MDLZ,2020,MONDELEZ INTERNATIONAL INC,27578,3555,26581,,,
USD,STD,INDL,MDLZ,2021,MONDELEZ INTERNATIONAL INC,28269,4300,28720,,,
USD,STD,INDL,MDLZ,2022,MONDELEZ INTERNATIONAL INC,26883,2717,31496,,,
